Participant,Age,Sex,Handedness,Condition,Cue,SOA,Resp,RT,Q1.Awareness,Q2.PAS,Q3.Surprise,MergedConds,MainConds,outlier
1,22,female,right,29,Right,-217,8,424,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Vert,Vert1st,NO
1,22,female,right,16,No,150,2,458,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,15,No,217,2,633,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,28,Left,0,2,871,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias2,Vert1st,NO
1,22,female,right,27,Left,-17,2,606,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Vert,Vert1st,NO
1,22,female,right,35,Left,150,2,985,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,2,No,150,2,469,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,17,No,83,8,648,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Horiz,NoCue,NO
1,22,female,right,6,No,-217,8,350,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Vert,NoCue,NO
1,22,female,right,37,Left,17,8,1122,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,27,Left,-17,2,590,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Vert,Vert1st,NO
1,22,female,right,35,Left,150,2,698,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,5,No,0,8,614,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,13,No,-17,8,1493,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Vert,NoCue,NO
1,22,female,right,8,No,-83,8,767,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Vert,NoCue,NO
1,22,female,right,15,No,217,2,400,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,19,Right,217,2,321,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,29,Right,-217,8,373,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Vert,Vert1st,NO
1,22,female,right,1,No,217,2,727,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Horiz,NoCue,NO
1,22,female,right,33,Right,0,2,690,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias2,Vert1st,NO
1,22,female,right,2,No,150,2,393,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Horiz,NoCue,NO
1,22,female,right,36,Left,83,8,703,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,4,No,17,2,507,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Horiz,NoCue,NO
1,22,female,right,24,Left,-217,8,280,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Vert,Vert1st,NO
1,22,female,right,14,No,0,8,1094,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,10,No,-217,8,1914,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_NoCue_1Vert,NoCue,NO
1,22,female,right,38,Left,0,8,423,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias8,Horiz1st,NO
1,22,female,right,8,No,-83,8,316,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Vert,NoCue,NO
1,22,female,right,32,Right,-17,8,1512,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Vert,Vert1st,NO
1,22,female,right,21,Right,83,2,465,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_Incongr_1Horiz,Horiz1st,NO
1,22,female,right,5,No,0,8,998,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,4,No,17,2,950,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_NoCue_1Horiz,NoCue,NO
1,22,female,right,8,No,-83,8,599,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA83_NoCue_1Vert,NoCue,NO
1,22,female,right,7,No,-150,8,213,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Vert,NoCue,NO
1,22,female,right,29,Right,-217,8,169,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA217_Incongr_1Vert,Vert1st,NO
1,22,female,right,7,No,-150,8,229,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA150_NoCue_1Vert,NoCue,NO
1,22,female,right,38,Left,0,8,308,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_Incongr_Bias8,Horiz1st,NO
1,22,female,right,5,No,0,8,752,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA0_NoCue_NoBias,NoCue,NO
1,22,female,right,37,Left,17,8,426,"voor{SPACE}de{SPACE}lijnen{SPACE}tevoorschijn{SPACE}kwamen{,}{SPACE}was{SPACE}er{SPACE}soms{SPACE}nog{SPACE}een{SPACE}soort{SPACE}extra{SPACE}beeld{,}{SPACE}alsof{SPACE}het{SPACE}kader{SPACE}versprong{.}{SPACE}dit{SPACE}gaf{SPACE}de{SPACE}indruk{SPACE}dat{SPACE}daar{SPACE}eerst{SPACE}lijnen{SPACE}zouden{SPACE}komen{,}{SPACE}wat{SPACE}in{SPACE}sommige{SPACE}gevallen{SPACE}niet{SPACE}waar{SPACE}was{.}{ENTER}",1,4,SOA17_Incongr_1Horiz,Horiz1st,NO
